comment_name,comment_text,comment_time,label
玹宇,畫面很棒，故事的背景也很好發揮，但劇情略顯單薄，想說的議題都沒有好好說完，只是點到為止,2019/9/21 10:37,正面
冠勳,老實說看畫面真的很棒，但是劇情真的很不OK....看到打盹....,2019/9/21 00:49,負面
小月`,"真的很好看很推?
都想去二刷了",2019/9/20 21:58,正面
小明,"畫面和音樂,真的是太棒了,新海誠真的是品質守護者,看完眼淚都要流出來了,非常推薦,都想二刷了",2019/9/20 19:32,正面
小草,"新海誠的作品就是好,結尾可以加點什麼的讓眼淚可以瞬間衝出來！",2019/9/20 16:30,正面
逸,"整體而言算好看,但沒有""你的名字""表現的精彩
尤其在最後結尾時如沒有理解導演想表達的意境
會覺得結束的點很怪,大概要配合歌曲中的意境才會有另外的感動",2019/9/20 13:52,正面
阿鴻,強大又豪華的聲優陣容及寫實的動畫場景值得進戲院支持,2019/9/20 12:59,正面
NK,號稱台灣影史日片票房冠軍《你的名字》導演新海誠醞釀3年最新作品，但確實和 [你的名字] 有一段差距，劇情也沒太優，某些設定和畫風也和 [你的名字] 很相似，尤其是結尾的方式蠻弱的，總個來說也許是期待度太高所以看完就有些失望了....,2019/9/20 12:25,負面
ZOE,"覺得還好......畫面絕對是美的好看的，只是男女主角之間的關聯，愛情的部分，我覺得沒有強烈、深刻到打動我。雖然，如果是因為男女主角的年紀設定，而決定這樣的安排，當然可以說是合理的，尤其男主角的設定是有點中二、個性單純、有時候有勇氣冒險、衝動行事的男生，因此整個故事的呈現會比較""浪漫""(我的感覺是不太真實，單看角色互動的話)，也不是不能理解。只是我個人就真的沒有太大的感動。晴女的傳說、命運是真的蠻有意思的。",2019/9/20 12:20,正面
韓申東,我是覺得真心話，真的好看，音樂在加劇情真的有個瞬間眼淚衝出來！真的不錯看！,2019/9/20 08:17,正面
無名翔,"很好看
新海誠的作品總是不讓人失望",2019/9/20 07:58,正面
大楷,音樂和畫面的表現真的是神級 唯獨劇情上有點可惜,2019/9/19 21:04,正面
信志,唯美寫實的新海城風~暗暗引喻著對環境保護的強烈表達及訴求~也藉由情侶間的情感帶入扣人心旋的情緒~如果你的名子有5分這部至少還有4~4.5分~雷處不太多~算下半年來說不錯的影片了~加上無以匹敵的配樂~頗推薦情侶或是環保訴求愛好的朋友去看看~唯一缺點就是槍枝= =這是在暗喻美國槍枝氾濫成災的問題嗎?是整部片裡最格格不入的地方,2019/9/19 07:41,正面
Lala,不多說，花個幾百塊，好好享受的坐在電影院給他感動不要不要吧！,2019/9/19 04:33,正面
Bowei,很感人，動畫好寫實，故事很感人，推,2019/9/19 01:14,正面
矢車菊,"光是音樂跟作畫就值得去電影院欣賞了
雖然劇情沒有你的名子那麼好 不過還是有感動到",2019/9/18 22:50,正面
UNICOOPTINA,配樂及視覺上讚，但劇情普通。同我的名字有韓劇fu 。沒覺得有哭點，但笑點不少。劇情來說，喜歡宮崎駿勝過新海誠。,2019/9/18 20:40,正面
你老爸,小輸你的名字，比較沒有那種悸動感，但這部畫面、劇情、配樂都是上乘。,2019/9/18 19:24,正面
lawrence,最近看的第九分局及天氣之子是近期看到最有價值的電影，非常值得一看,2019/9/18 19:10,正面
劭禹,前面還行後面爛死,2019/9/18 18:30,負面
呱 ?,"場景畫風都很美，和你的名字不太相同
但也很好看
推??",2019/9/18 10:39,正面
清泓,"畫風依然很美~這集男主角很勇敢~為了愛奮不一切~另人動容
阿瀧三葉還有客串~真的有驚喜到~歌也很好聽
只有新海城能超越新海城",2019/9/18 10:03,正面
885765,"畫面可說是動畫新高峰 搭配配樂 畫面震撼感十足 必定要去電影院感受
劇情雖不及名子出色 但也為佳作  驚人的寫實畫風看過絕不後悔
並有許多彩蛋 要仔細看",2019/9/18 09:37,正面
阿芳芳,不得不說真的很好看 很推薦大家去看,2019/9/18 09:35,正面
Job00327,"畫面超美 劇情感人 
超好看 很好哭  很推薦大家去看",2019/9/18 02:06,正面
皓崴,對於已經四刷的我來說，為了只是懷念曾經的年少輕狂，也許曾經我們都有一個無法去因為生活以及其他本身所以放棄的人。但從中看見了一個少年不論如何為了一棵樹願意放棄自己的一切奮不顧身。也許當年有這樣或許很多事情都改變了。所以一個好不好看的問題，只能給你見仁見智，就像煙花的如果，如果自身沒有類似經驗又怎會感同身受呢？只要你有了共鳴都會認為你在看的不是電影而是曾經的自己罷了。不說廢話再去刷到下檔：）,2019/9/17 19:18,正面
AROD,"畫面劇情都還不錯, 只是劇情看到一半就猜的到後面了, 過程又跟你的名字有點相像, 結局覺得還好沒有很令人驚豔比較可惜",2019/9/17 17:32,正面
SEVEN,令人感動 全程不冷場 場景畫面都很美 懷念東京,2019/9/17 15:16,正面
豪豪,"不算差,但也沒到驚艷的程度,跟你的名字擺在一起了話,沒得比較,看的原因是因為本周沒啥新片可以選擇.想看天氣之子了話,進場前不要抱太高的期望值,應該會有比較好的觀賞體驗.",2019/9/17 12:26,正面
無內文 無本文 你看錯了,"這次男主角是刻意營造不成熟的感覺，對比你的名字的瀧，是相當不一樣的
看完的感想除了夏美我婆之外，就是男主角那個不可靠的告白了
年紀輕輕就許下一輩子的承諾，也是不成熟的象徵
感覺其中有被砍一段劇情，陽菜跟夏美說男主幼稚，但若不是觀眾的上帝視角
女主角怎麼會覺得幼稚呢?她還幫忙做了晴女的網站，這個行動力就很不得了了
但最後那一段，我做出了選擇，這段很好，整個東京落入水中也是在放大作出選擇的效果
至少男主角是果敢、果斷的，不拖泥帶水
不過我認為整部最迷的就是男主角為了點中二感就離家出走?不能理解
女主不接受社會福利的幫助我也覺得很迷，為了不跟弟弟分開?
但現今社會福利保護下，也不是真的分開才對
本篇內容倒是滿深刻的，只是對他們的動機感到疑惑

題外話，裡面說有言葉之庭與你的名字彩蛋，大家可以看完別人獎的彩蛋再去電影院聽一次，應該會有不一樣的感覺",2019/9/17 09:08,正面
阿循,"想像日本風景一樣美 空氣一樣好 那就用核能發電阿
還在傻傻的支持那個用假議題反核能用火力發電製造大量空污的冥禁黨嗎?
可惜一堆哈日族都綠的好騙 悲哀~~",2019/9/17 07:11,負面
紡自,"你的名字跟天氣之子的音樂和畫面都十分精細與優質，在畫面表現上，你的名字是精細於晴天時山谷間的景色、以及夢幻般的彗星；
而天氣之子有許多描寫城市雨天的畫面，所以大多會以灰色調來呈現，其中精細的部分在於雨滴的處理以及放晴時天色與雲朵的變化。

最多人比較的應該就是劇情了，不得不說，你的名字在劇情架構方面的確刻劃得比較細緻與完整，所以觀影完的當下可能會覺得你的名字略勝一籌，
但情感的堆疊則是天氣之子更為強烈，觀影完後會不斷思索劇情的環節，後勁猛烈。
而且相較於身分互換、不同的時間軸與隕石墜落的劇情，在陰雨不斷的城市裡讓天氣放晴則較為明瞭且更貼近現代人的生活。

如果要簡化兩部的劇情，簡單來說你的名字是「要救你就必需要先救村子，所以我用盡全力要保護村子」，
而天氣之子則是「如果只能選擇救你或是救城市，我他媽當然是救你，反正這世界怎麼樣我也管不了那麼多了」。
相較於犧牲自己來成就他人的大愛(沒錯鋼鐵人我就是在說你)，反倒是這種我只在乎有你的世界，畢竟我救了世界也沒有人知道的小愛更為寫實。

新海誠這次的作品相較於前作勢必會帶給觀眾更兩極的評價與討論，如果你是因為你的名字才認識新海誠，那麼你可能會覺得你的名字較為勝出，
但如果你是從秒速5公分就認識新海誠的話，這次的天氣之子會有種「新海誠你回來啦」，而且更加突破過往的感覺。

如果你單純問我比較喜歡哪一部？我會說是天氣之子，因為天氣之子我有二刷，你的名字只有看一遍XD",2019/9/17 01:49,正面
*＊Ｖｉｖｉ＊*,太澎湃了，史上最浪漫，太強！推,2019/9/17 00:01,正面
蔡,細緻的畫面加上滂薄音樂的簡直完美（值得二刷）但是內容沒有你的名字細膩。,2019/9/16 21:18,正面
老鼠,你名的作用力真的太強大，導致這部感受力沒這麼好...但畫風跟音樂確實令人喜愛,2019/9/16 20:56,正面
維,就會看動畫的人來說蠻好看的，只是長得像桐人有點違和感?,2019/9/16 19:44,正面
Pao,"畫面依然細膩、唯美是值得大大讚賞的！人物背景和故事內容完整性完全不行啊！電影中一直下雨，就算畫面很美看久了莫名覺得心煩。未成年的愛情故事及生活的窘迫感難以融入體會…但帶出了社會黑暗面與環保意識，與""你的名字""相比，少了熱血的感覺，多了很多沉重感！真心覺得可惜，無法超越前作！主題曲或是背景音樂也沒有讓人聽了很想去下載重複播放的感覺！！小彩蛋很棒，自己有發現很開心！",2019/9/16 17:12,正面
幼幼,劇情稍微薄弱，看到你名的腳色客串很令人驚奇，再加上唯美的畫風，是一部跨時代的動畫作品!,2019/9/16 16:07,正面
紳士,劇情簡單易懂，如果說 你的名字是成功的商業片，那天氣之子則是成功的藝術片,2019/9/16 15:31,正面
溫仔,別人的是藍天，我們的是中天，差真多...,2019/9/16 12:12,正面
Asu,"(些微暴雷) 

   畫面很細緻很美，這是最大的優點。劇情薄弱，交代不清，意味不明，滿滿的中二感...看了一下日本的影評及日本民眾的留言，幾乎一片倒都是畫面很美、故事性太糟。
   主人公根本就只是個中二病犯罪者，整部片很多地方沒有解釋清楚，例如主人公為何要出島~~~~在家鄉就窒息去都市就呼吸自然，簡直令人白眼翻到天邊。有人說是因為主人公被家暴所以出的島，但沒看到電影內容有描寫到，以主人公的個性，他自己白目撞到也是不無可能?以一部電影來看，還要回去看小說內容才可以知道電影在講什麼簡直失敗。
   另外，安排你的名字的主角們出現認真說起來是一件災難，三葉家鄉被隕石砸，來到東京又被水淹，新海誠你的主角這麼倒楣你知道嗎(開玩笑)。",2019/9/16 09:58,正面
東安,"你名太強，難免會跟此作比較
少了點你名的激動，但做畫真的無可挑剔
雖說是愛情片，但劇情略遜於你名，有點可惜
喜歡愛情片的值得去電影院觀賞",2019/9/16 01:37,正面
把握當下,音樂好聽，畫面很美，內容有待加強,2019/9/16 01:18,正面
小鬼,"超好看 音樂畫風超好聽 超美
很感人 敘述很完美 個人覺的比你的名字好看
值得去電影院看 二刷以上不為過",2019/9/15 22:32,正面
ㄚ男,好看,2019/9/15 21:25,正面
Wei Shiuan,"超好看的！
畫面美麗+音樂
感動到落淚好多次！",2019/9/15 20:22,正面
信裕,跟你的名字不同的是這部多了對天氣議題的關心，好看?,2019/9/15 19:57,正面
邱哲,好看。我喜歡!新海城作品總是淡淡的敘述又不失感動音樂還是很好聽,2019/9/15 18:52,正面
梓峰,"我認為這是一部神作 劇情方面有好好解釋 畫面無可挑剔 雖然裡面有一些人物的伏筆沒有說乾淨 
不過重要主線都有陳述清楚 雖然結局好到讓我消化不良 因為我是抱著是虐心作的心情去看的 請安心收看",2019/9/15 17:27,正面
★魔天★,劇情不錯看，畫風美，歌曲好聽。,2019/9/15 17:06,正面
Franchise,抱持浪漫的心觀賞，是一部超美的電影！,2019/9/15 16:44,正面
JC,"未超越前作 但絕對值得一看
彩蛋沒看全 入場前ㄧ應多作點功課的",2019/9/15 16:33,正面
庭妤,這是我看過今年最爛的大爛片，只是因為新海誠才給他面子2星，音樂好、畫面美，劇情超級無敵爛，外行人來看就覺得好美哦好好看，有在看動畫的就知道這劇情真的很母湯爛=.=第一次在電影院大罵「我到底看了三小」就獻給這部了，跟前作完全沒辦法比欸。想跟風去看的慎思，不要看下面評論就期望值太高，真的。,2019/9/15 16:25,負面
E.x.fate.fantasy,雖然我已經不是當年的小孩子了，對離家出走，沒什麼共鳴，但是看到goodend我就滿足了，希望我不要變成那些大人,2019/9/15 13:12,正面
sifonlin,新海誠動畫電影中 我目前最愛的一部??,2019/9/15 12:29,正面
心,"excellent, perfect",2019/9/15 11:42,正面
Will,"天氣之子仍是另一場華麗愛情大冒險，
看到了少男、少女不惜犧牲的勇敢追愛，
劇情以麥田捕手一書巧妙拿來對照男主角帆高的處境，
包括了自己的離家，對於陽菜英雄救美，
阻止陽菜差一點踏入歧途，
但，也是因為一時的衝動開槍的舉動，
是為後面的自己帶來了不少變數…
而儘管雖然天氣之子是相當成功的作品，
這次不管故事劇情，感人的小細節
整個動畫精彩的呈現又是一次大躍進，
但每次重點在年輕男女相遇相愛，遭遇大變，
然後又在克服難關再度重逢的架構，
其實，與前面新海誠一些作品模式是相似的…
如果大家有興趣，這裡也提供詳細的觀影心得給大家參考：
https://youtu.be/xqgBluYGRsY",2019/9/15 08:27,正面
絕世非凡悅陵奴,~~~~~~~~~~~~~~~~~~~~~~~~~~~~剛看完~好看~~女主角漂亮!,2019/9/15 00:36,正面
小恩,好看 刷了三次估計會刷個五次以上,2019/9/15 00:33,正面
2012,女角最還是領便當了~這點的確美中不足,2019/9/14 22:15,正面
賴賴,好看但是沒有驚喜，立意佳，內容還是比較傾向衝突對抗的描述。,2019/9/14 20:54,正面
richard,太好看了……跟本神作，這畫風真的太美了,2019/9/14 20:40,正面
憲憲,畫面和細節都很美，好看～水的紋理跟作畫都非常厲害,2019/9/14 19:25,正面
Ivy阿穎,蠻值得去看的，雖有你的名字角色串連一小部分，建議還是把它當作另一種架構的動畫來看會更值得去思考。,2019/9/14 18:46,正面
cat,真的好看又很感動，畫面很美，值得去電影院看!,2019/9/14 15:59,正面
小太陽,雖然男主角有點歇斯底里鬼吼鬼叫，但.....電影本身整體感覺真的好好好好好好好好好..........！,2019/9/14 15:04,正面
羽?,好看好看好看好看好看好看好看好看,2019/9/14 14:26,正面
Hsuan,有歡笑悲傷~起承轉合的很棒，最後還以為會有甚麼意想不到的結局，讓人覺得有點美中不足。,2019/9/14 13:54,正面
光_葉子,"看完你的名字
期待續作好幾年
當初看完你的名字帶來的震撼 以及久久不能自已的情緒永遠忘不了

但這部看完
設定觀很棒 但劇情差 沒有把設定觀好好利用
且劇情節奏感很怪 有種不流暢感
結尾令人錯愕
令人失望

唉 誠哥加油啊",2019/9/14 12:08,正面
N Nn,"劇情交待不清 
太多吐嘲點
尷尬癌
你的名字好看多了?",2019/9/14 10:25,負面
Fu,我感覺手法因該要重新表現，整個鋪成讓我以為在看你的名字。劇情本身不錯，但卻沒有吸引住我的目光。,2019/9/14 08:30,正面
金旺,"你的名字好看很多
畫面美但劇情略顯單薄",2019/9/13 22:18,正面
檸檬包子,是好看的?旁邊的看到在那邊啜泣,2019/9/13 21:45,正面
↖↘章仔↗↙,想看懂本電影的含意和主旨確實是需要動點腦,2019/9/13 18:21,正面
峻銘,這次奇幻成份不多，而要讓人體認到的，是這個混亂的現實世界以及社會議題。晴女的設定只是一個媒介，強迫換來的晴天能夠讓人暫時忘記憂愁，但是天晴過後，還是得回來面對問題，而這些問題確隨著人們的逃避日趨嚴重。相信有許多人會認為兩位主角為了小情小愛而讓大局崩盤的選擇很自私。但我們誰沒有自私過呢，為了自己想要的事物去爭取真的是錯的嗎？而後面也證實，即時環境多麼惡劣，人們還是會繼續生活，習慣不同的境遇。非常值得進戲院體驗聲光效果，回家細細品嚐的一部好電影。,2019/9/13 17:32,正面
Gino,不是很好看 有點悶的劇情 看完覺得失望,2019/9/13 16:20,負面
小朱,"好看，真的好看。
不需要跟前作『你的名字』有什麼誰高誰低的比較，
不暴雷，這部單單純純就是講述兩人之間的故事，從前面的鋪張到後面的高潮，很容易情緒就跟著劇情走到那邊，作畫、背景、BGM、主題曲都應該是業界最高水準了，就算不是個動畫愛好者，這部也能讓你好好享受電影帶給你的感動。如果是有看過前一部，你的名字，的人，那就更應該去看，裡面有一些彩蛋很棒。
我覺得有些人可能會覺得比較喜歡你的名字，而比較不喜歡天氣之子，但我相信應該很少人會說天氣之子是部難看電影。",2019/9/13 16:18,正面
0,"新海誠最難看的電影...
先說優點:畫面超級美，前面放個煙火直接起雞皮疙瘩!音樂神搭配，好幾次都是被音樂感動。
再來就是問題了，整部劇情空洞沒有重點...很多地方沒有表達清楚造成不倫不類...
主角群沒有特色，翹家方面的故事不夠細膩，情感自然也就不強...
晴女應該是重點，我很喜歡空魚和天氣女巫的設定!但是這部分不管是傳說還是習俗都沒有交代清楚!搞得擁有控制天氣的能力卻沒有發揮!整片就卡在不知道要交代感情面好還是傳說面好...非常尷尬...",2019/9/13 16:03,負面
卡萊爾,跟「你的名字」比較起來 這部片劇情比較有深度，別把這部當作「你的名字」的後續來看比較好，PS：瀧跟三葉有在本片稍微露臉。,2019/9/13 15:44,正面
淑華,好看 超越你的名字 音樂感人 劇情幽默不失感動,2019/9/13 14:01,正面
陳柏豪,音樂和畫面十分完美啊，看完一個字爽,2019/9/13 12:09,正面
蔡俊彥,我沒有看過但真的很好看,2019/9/13 11:26,正面
建瑋,值得推薦的一部動畫片.唯一缺憾是結局收得有點潦草.新海誠要追上宮崎駿還有一段很長的路要走,2019/9/13 11:05,正面
小明,超好看,2019/9/13 10:52,正面
涼快,"抱持著“你的名字”那種期待去看的觀眾，可能會滿落空的，少了許多新鮮感和劇情震撼
不過還是能看~",2019/9/13 08:32,正面
*Xx~DAMING~xX*,超好看 超感動 想起來自己年輕時義無反顧的追尋一個人,2019/9/13 08:32,正面
烈鳶,實在太好看了，我一定會在二刷的，新海誠太讚了,2019/9/13 05:39,正面
布丁,這部多了情緒的轉折，有些畫面加入了你的名字的影子，整理來講真的很好看！,2019/9/13 02:45,正面
Cindy,"相對之下
你的名字更為感動我
可能劇本的套路有點相似了
不過還是很好看啦??只是少了新鮮感",2019/9/13 00:28,正面
尹豬,"星海誠就是屌

動畫電影做得比真人電影好看

快去看",2019/9/12 23:43,正面
中場休息,畫面很好，觀後感觸很深，是一部值得進戲院支持的好動畫。,2019/9/12 23:23,正面
Peng,畫面跟音樂都不錯~就是好看!!!!!,2019/9/12 23:09,正面
菊,值得進戲院支持的好作品，餘韻恰到好處，不會太做做,2019/9/12 22:40,正面
☆MILD_SEVEN☆,{你的名字}的劇情和鋪陳比較順暢，但天氣之子仍然是一部值得進戲院觀賞的好電影~簡單說就是純愛版明天過後,2019/9/12 21:54,正面
絕勁,"劇情好懂 歌很好聽 風景跟雨做得很細膩 
劇情的神話典故部分
其實有透過小角色的談話來表達
沒過於解釋我覺得很好
整體跟結局有感動到我
我覺得進電影院值得",2019/9/12 21:09,正面
JHE,"劇情雖然較為簡略，但訴說了明明有些問題就是大人造成的，為什麼要年輕人來承擔。
還有為了愛而去有所犧牲跟執著，最後快結尾的劇情也點醒了我們，我們到底是為了什麼而努力在這世界上生存，如同RADWIMPS的【愛?????????????】歌詞中所要示意的。
本作畫面依舊細緻美麗、歌曲搭配得宜，值得去看及省思的作品。",2019/9/12 20:03,正面
ANIMAX,畫面一樣不用說，但這次劇本果然不行，前面真的太平淡，男主角背景也沒有交待清楚(可能小說會提到)，標準的男女分離也不夠催淚，想二刷的人應該就是為了看清楚「鄉民建議」寫啥了…,2019/9/12 18:02,負面
小羊,劇情不及上一次的巧，但說故事的功力很足，出色的音樂搭上一如既往的優美背景營造出來的張力還是足以讓人悸動，緊捏著沁汗的手心期待下一幕的故事。值得個4.6分吧,2019/9/12 17:44,正面
阿豪,畫面如實景 音樂生動用心、男女主角都很可愛，劇情簡單卻有深度...好看呀！,2019/9/12 15:32,正面
好人不等於被打槍,後勁很強的一部，值得以大銀幕細細品味,2019/9/12 15:26,正面
iverson,好看 畫風很細膩 真的值得去電影院看,2019/9/12 13:08,正面
小弘,特效比你名好 劇情普通 但畫面音樂優質 這次稍微比較接近爽片,2019/9/12 13:07,正面
小達達,剛看完，音樂和動畫很棒，可惜沒看到龍在飛小小失望哈哈,2019/9/12 13:04,正面
peng,好看.....畫面視覺給音樂享受,2019/9/12 12:44,正面
Vb,音樂好聽,2019/9/12 11:37,正面
Eric LSH,好看且細膩 雖然劇情簡化 但背後內涵明顯提升不少,2019/9/12 11:32,正面
